index,İlan Başlığı,Semt,Mahalle,Tür,Oda Sayısı,Binanın Yaşı,Binanın Kat Sayısı,Bulunduğu Kat,Brüt Metrekare,Banyo Sayısı,Wc Sayısı,Site İçerisinde,Isıtma Tipi,Fiyat
858,ESENYURT GEZGEN İNŞAAT'TAN OTURUMA HAZIR SATILIK 2+1 DAİRE,Esenyurt, Güzelyurt Mahallesi,Konut,2+1,0,6,3. Kat,110,1,2,0,KombiDoğalgaz,363000
859, AVCILAR CİHANGİR BU AYIN KELEPİR 2+1SIFIR DAİRESİ RÜZGAR YAPIDA,Avcılar, Cihangir Mahallesi,Konut,2+1,1,5,Giriş,110,1,1,0,KombiDoğalgaz,169000
860,Sahibinden  Mimaroba Merkezde Eşyalı Satılık Dublex Daire,Büyükçekmece, Mimaroba Mahallesi,Konut,3+1,11-20,3,Çatı Dubleks,160,2,2,1,KombiDoğalgaz,1200000
861, AVCILAR M.KEMAL PAŞA 'DA 2+1 FERAH DAIRE RUZGAR YAPI'DAN !!,Avcılar, Mustafa Kemal Paşa Mahallesi,Konut,2+1,1,5,4. Kat,110,1,1,0,KombiDoğalgaz,173000
862, TUZLA YAYLA MAHALLESİNDE  MERKEZDE GÜNEY CEPHE 2+1 FIRSAT DAİRE,Tuzla, Yayla Mahallesi,Konut,2+1,0,7,4. Kat,95,1,1,1,Merkezi(PayÖlçer),750000
863, SAADETDERE MARİN İNŞAAT'TAN METROBÜSE YAKIN 2+1 DAİRE FIRSATI!!!,Esenyurt, Saadetdere Mahallesi,Konut,2+1,0,4,2. Kat,115,2,1,0,KombiDoğalgaz,190000
864, BEYLİKDÜZÜ CUMHURİYET MAH 3+1 ASANSÖRLÜ LUX DAİRE RÜZGAR YAPI'DA,Beylikdüzü, Cumhuriyet Mahallesi,Konut,3+1,1,5,4. Kat,130,2,2,0,KombiDoğalgaz,280000
865, Büyükçekmece Atatürk Mah Deniz Manzaralı Satılık 3+2 Dubleks,Büyükçekmece, Atatürk Mahallesi,Konut,3+2,2,4,4. Kat,200,2,2,0,KombiDoğalgaz,1450000
866, MEHTERÇEŞME MARİN İNŞAAT'TA YENİ EV'LENİCEK ÇİFTLERE ÖZEL DAİRE!,Esenyurt, Mehterçeşme Mahallesi,Konut,2+1,0,5,3. Kat,110,2,1,0,KombiDoğalgaz,199000
867, MARİN İNŞAAT'TAN BU AY'A ÖZEL ŞOOK KELEPİR 2+1 DAİRESİ SİZLERLE!,Esenyurt, Cumhuriyet Mahallesi,Konut,2+1,0,4,Bahçe Katı,100,2,1,0,KombiDoğalgaz,135000
868, BARIŞ'TAN FIRSAT...!!! GÖL MANZARALI DUBLEKS DAİRE/KREDİYE UYGUN,Küçükçekmece, Cumhuriyet Mahallesi,Konut,4+1,5-10,4,Çatı Dubleks,170,2,2,0,KombiDoğalgaz,730000
869,Arnavutköy Anadolu Mah.Merkez Konumda 2+1 Asansörlü Lüks Daire,Arnavutköy, Anadolu Mahallesi,Konut,2+1,0,4,1. Kat,90,1,1,0,KombiDoğalgaz,500000
870,Krediye Uygun Asansörlü 4+1 Lüks 160 M2 Manzaralı Dübleks Daire,Arnavutköy, Anadolu Mahallesi,Konut,4+1,0,4,4. Kat,160,2,1,0,KombiDoğalgaz,550000
871,Arnavutköy Anadolu Mah.Merkez Konumda 2+1 Asansörlü Lüks Daire,Arnavutköy, Anadolu Mahallesi,Konut,2+1,0,4,1. Kat,90,1,1,0,KombiDoğalgaz,500000
872,"NEF 11 RESİDENCE TA 3.000 TL KİRACILI, HAVUZ CEPHE, SATILIK 1+1",Kağıthane, Merkez Mahallesi,Konut,1+1,5-10,14,10-20,65,1,1,0,Merkezi(PayÖlçer),750000
873,THE'dan EYÜP DÜĞMECİLER MAH.'DE SATILIK 2+1 MANZARALI DAİRE,Eyüpsultan, Düğmeciler Mahallesi,Konut,2+1,5-10,10,6. Kat,90,2,1,0,KombiDoğalgaz,720000
874,THE GM DEN SURYAPI CORRİDOR DA SATILIK 1+1 83 m2 DAİRE GÜNEŞLİ,Bağcılar, Bağlar Mahallesi,Konut,1+1,5-10,14,5. Kat,83,1,1,0,Merkezi(PayÖlçer),650000
875, ESENYURT GAZİLER PARKINA CEPHE 3+1 SATILIK ARAKAT FIRSAT DAİRE,Esenyurt, Mehterçeşme Mahallesi,Konut,3+1,5-10,5,2. Kat,140,1,1,0,KombiDoğalgaz,445000
876,Yaşamkentte yüzme havuzlu güvenlikli site 110m2 yüksek giriş 2+1,Maltepe, Altayçeşme Mahallesi,Konut,2+1,20,9,Giriş,110,1,1,0,KombiDoğalgaz,670000
877,BEYLİKDÜZÜ'NÜN EN NEZİH SEMTİNDE SİTE İÇİ 4+2 SATILIK DAİRE!,Beylikdüzü, Marmara Mahallesi,Konut,4+1,2,9,7. Kat,240,2,1,0,KombiDoğalgaz,1590000
878,maltepe satılık daire adatepe sahilde kombili 1+1 otoparklı,Maltepe, Feyzullah Mahallesi,Konut,1+1,20,4,Giriş,55,1,1,0,KombiDoğalgaz,258000
879,SAMANDIRA'DA KREDİYE UYGUN KÖŞE BALKONLU 3+1 SIFIR LÜKS DAİRE,Sancaktepe, Osmangazi Mahallesi,Konut,3+1,0,4,2. Kat,120,1,1,0,KombiDoğalgaz,478000
880,ROYALMAX'DAN FRSAT ANA CADDE ÜZERİ ULAŞIM KOLAY 4+2 185 m DAİRE,Sultangazi, Yunus Emre Mahallesi,Konut,4+2,0,5,5. Kat,185,2,1,0,KombiDoğalgaz,975000
881,ROYALMAX'DAN FRSAT ANA CADDE ÜZERİ ULAŞIM KOLAY 2+1 100 m DAİRE,Gaziosmanpaşa, Yeni Mahalle Mahallesi,Konut,2+1,0,5,2. Kat,100,1,1,0,KombiDoğalgaz,675000
882,ETİLER SARIKONAKLARDA 220 M2 4+1 ARAKAT BAKIMLI FERAH ARAKAT,Beşiktaş, Etiler Mahallesi,Konut,4+1,11-20,5,2. Kat,220,2,1,0,Klimalı,10985000
883,MİMAR EMLAK'TAN MEHMET AKİFTE AZ KATLI 2+1 4.KAT,Küçükçekmece, Mehmet Akif Mahallesi,Konut,2+1,11-20,6,4. Kat,90,1,1,0,KombiDoğalgaz,236000
884, Pendik Yenişehir Çağdaşkent Sitesi İçi Özel 3+1 Satılık Daire,Pendik, Yenişehir Mahallesi,Konut,3+1,20,8,7. Kat,112,2,2,1,KombiDoğalgaz,550000
885,Sahibinden  SAHİBİNDEN SEYRAN ŞEHİR PROJESİNDE 1.290.000 TLYE 2+1,Başakşehir, Kayabaşı Mahallesi,Konut,2+1,4,12,3. Kat,145,2,2,1,Merkezi(PayÖlçer),1290000
886,DORELİFE SİTESİ SATILIK ARKA CEPHE 6.KAT 3+1 DAİRE HALİL GÜLER,Sancaktepe, Emek Mahallesi,Konut,3+1,5-10,8,6. Kat,168,2,1,0,Merkezi(PayÖlçer),1025000
887,NOFT YAPI'DAN SATILIK ADNAN KAHVECİ'DE SİTE İÇİ 2+1 150 M² DAİRE ,Beylikdüzü, Adnan Kahveci Mahallesi,Konut,2+1,4,20,10-20,150,1,1,0,KombiDoğalgaz,1039000
888,"WEAL WORLD' den Basınsitesi'nde, Yeni Bina, Arakat, Lüks Daire ..",Bahçelievler, Soğanlı Mahallesi,Konut,3+1,5-10,5,3. Kat,130,1,1,0,KombiDoğalgaz,850000
889,ARAKAT 3+1 130 M2 DEKORLU İÇİ SIFIRLANMIS KREDIYE UYGUN ARAKAT,Esenyurt, Çınar Mahallesi,Konut,3+1,0,6,3. Kat,130,1,1,0,KombiDoğalgaz,390000
890,HİLAL EMLAK TAN 3+1 DAİRE 850.000 TL,Ümraniye, İstiklal Mahallesi,Konut,3+1,5-10,10,8. Kat,125,1,1,0,KombiDoğalgaz,850000
891, ESENYURT TALATPAŞA MH. 2+1 120M² 3. KAT DAİRE ,Esenyurt, Talatpaşa Mahallesi,Konut,2+1,5-10,6,3. Kat,130,1,1,0,KombiDoğalgaz,348000
892, ESENYURT YUNUS EMRE MAH'DE MASRAFSIZ 2+1 SATILIK DAİRE,Esenyurt, Yunus Emre Mahallesi,Konut,2+1,0,5,Giriş,100,1,1,0,KombiDoğalgaz,260000
893,AVANGART İSTANBUL 2+1 SATILIK DAİRE VADİSTANBUL YANI  CEPHE BOŞ,Sarıyer, Ayazağa Mahallesi,Konut,2+1,0,15,10-20,102,1,1,0,Merkezi(PayÖlçer),1600000
894, FATİH EMLAK TAN KREDİYE UYGUN 3 KAT 2+1 ASANSÖRLÜ ,Bahçelievler, Zafer Mahallesi,Konut,2+1,5-10,4,3. Kat,95,1,1,0,KombiDoğalgaz,520000
895, AKBAYIRLAR'DAN CUMHURİYET'TE METROYA YAKIN MERKEZİ KONUMDA 3+1,Kartal, Cumhuriyet Mahallesi,Konut,3+1,0,5,2. Kat,115,1,1,0,KombiDoğalgaz,650000
896,BROTHERS'TAN NEF 11 RESİDENCE TA YATIRIMLIK 1+1,Kağıthane, Merkez Mahallesi,Konut,1+1,5-10,14,10-20,65,1,1,0,Merkezi(PayÖlçer),700000
897,BROTHERS'TAN NEF 98 PROJESİNDE YÜKSEK KAT YATIRIMLIK 1+1,Kağıthane, Gültepe Mahallesi,Konut,1+1,4,14,10-20,41,1,1,0,Merkezi(PayÖlçer),390000
898, Metro Metrobüs E-5 Yakınında 3.Kat 2+1 Asansörlü Köşe Daire,Bahçelievler, Şirinevler Mahallesi,Konut,2+1,20,5,3. Kat,85,1,1,0,KombiDoğalgaz,425000
899, FATİH EMLAK TAN KREDİYE UYGUN 3+1 ASANSÖRLÜ DAİRE ,Bahçelievler, Zafer Mahallesi,Konut,3+1,5-10,4,3. Kat,125,1,1,0,KombiDoğalgaz,625000
900, BEYLİKDÜZÜ'NDE GÜVENLİKLİ SİTE İÇERİSİNDE SATILIK LÜX DAİRE  ,Beylikdüzü, Yakuplu Mahallesi,Konut,3+1,0,7,4. Kat,130,1,1,0,KombiDoğalgaz,238000
901, Beylikdüzü Adnan Kahveci mah 3+1 satılık daire,Beylikdüzü, Adnan Kahveci Mahallesi,Konut,3+1,20,11,5. Kat,150,1,1,0,KombiDoğalgaz,700000
902,ŞEHİR MERKEZİNİN TAM ORTASINDA SATILIK RESIDENCE,Kağıthane, Sultan Selim Mahallesi,Konut,2+1,0,14,2. Kat,80,1,1,0,KombiDoğalgaz,990000
903, İNÖNÜ MAHALLESİ'NDE SATILIK 2+1 110 M2 NORMAL KAT DAİRE,Küçükçekmece, İnönü Mahallesi,Konut,2+1,20,4,2. Kat,110,1,1,0,KombiDoğalgaz,280000
904, SARIYER MASLAK ECLİPSE LÜKS 4+1 SATILIK DAİRE,Sarıyer, Maslak Mahallesi,Konut,4+1,5-10,30,10-20,220,2,1,0,Merkezi(PayÖlçer),6300000
905,GÜZELTEPEDE 4+1 SIFIR DUBLEX,Eyüpsultan, Güzeltepe Mahallesi,Konut,4+1,0,4,4. Kat,130,2,1,0,KombiDoğalgaz,665000
906, BEYLİKDÜZÜNDE MERKEZİ KONUMDA ARAKAT 2+1 DAİRE FIRSATI!!!,Beylikdüzü, Kavaklı Mahallesi,Konut,2+1,4,5,2. Kat,95,1,1,0,DoğalgazSobalı,530000
907, MERKEZİ LOKASYONDA GENİŞ KULLANIM ALANINA SAHİP 2+1 DAİRE,Esenyurt, İncirtepe Mahallesi,Konut,2+1,4,4,1. Kat,100,1,1,0,KombiDoğalgaz,280000
908,NOFT YAPI'DAN SATILIK HAVUZLU BALKONLU 2+1 110 M² SİTE İÇİ DAİRE,Esenyurt, Piri Reis Mahallesi,Konut,2+1,3,18,7. Kat,110,1,1,0,KombiDoğalgaz,649000
909,ZEYMAK YAPI'DAN 4+2 İKİ AİLEYE UYGUN DUBLEKS,Sancaktepe, Osmangazi Mahallesi,Konut,4+2,5-10,4,Giriş,160,2,1,0,KombiDoğalgaz,385000
910,EVİMDEN ÇARŞIYA YAKIN SİTE ÖZELLİKLİ BİNADA KULLANIŞLI DAİRE,Kartal, Karlıktepe Mahallesi,Konut,3+1,11-20,8,Giriş,125,1,1,0,KombiDoğalgaz,520000
911,HAMİDİYE MAHALLESİNDE 3+1 ARAKAT DAİRE GENİŞ DAİRE,Çekmeköy, Hamidiye Mahallesi,Konut,3+1,11-20,5,2. Kat,135,1,1,0,KombiDoğalgaz,525000
912,ABDURRAHMANGAZİ MH DE TEK DAİRE ÜZERİ 5+1  BAHÇE DUBLEKS A KALİTE,Sancaktepe, Abdurrahmangazi Mahallesi,Konut,5+1,0,4,Bahçe Dublex,220,1,1,0,KombiDoğalgaz,430000
913, KOCAMUSTAFAPAŞA DA 4 YILLIK BİNADA SATILIK BAHÇE KATI DAİRE,Fatih, Silivrikapı Mahallesi,Konut,1+1,4,3,Bahçe Katı,69,1,1,0,KombiDoğalgaz,300000
914, KOCAMUSTAFAPAŞA DA SATILIK 1+1 AMERİKAN MUTFAKLI DAİRE,Fatih, Seyyid Ömer Mahallesi,Konut,1+1,20,3,Giriş,60,1,1,0,KombiDoğalgaz,315000
915, ÜMRANİYE ELMALIKENT MAH SİTE İÇİNDE SATILIK DAİRE,Ümraniye, Elmalıkent Mahallesi,Konut,1+1,0,14,Giriş,55,1,1,0,Merkezi(PayÖlçer),425000
916, FINDIKZADE MERKEZDE SATILIK 3+1 GENİŞ BALKONLU DAİRE,Fatih, Haseki Sultan Mahallesi,Konut,3+1,20,4,2. Kat,140,1,2,0,KombiDoğalgaz,950000
917,  YAYLA ÇAMLIK CAD. ÜST KISMINDA 2+1 115 m2 LÜX TERS DUBLEX,Bahçelievler, Siyavuşpaşa Mahallesi,Konut,2+1,20,5,Giriş,125,1,2,0,KombiDoğalgaz,410000
918,DUMLU PINAR MAH 2+2 ÇATI PİYESLİ DUBLEKS DAİRE,Pendik, Dumlupınar Mahallesi,Konut,2+2,1,4,4. Kat,200,2,1,0,KombiDoğalgaz,950000
919,Sadetdere'de 3+1 yeni binada çok özel dekorlu acil satılık daire,Esenyurt, Saadetdere Mahallesi,Konut,3+1,4,4,2. Kat,135,1,1,0,KombiDoğalgaz,550000
920,Asia dan Yakacık Hürriyet Mahallesinde Satılık 2+1 Site İçi,Kartal, Hürriyet Mahallesi,Konut,2+1,11-20,4,2. Kat,110,1,2,0,KombiDoğalgaz,450000
921,halkalı Atakent Avrupa konutlar 1de satılık 3 +1 ,Küçükçekmece, Atakent Mahallesi,Konut,3+1,11-20,13,1. Kat,126,2,2,0,Merkezi(PayÖlçer),1920000
922,BOSTANCI ALİNİHATTARLANDA 3 YILLIK BİNA SATILIK 3+1DAİRE,Kadıköy, Bostancı Mahallesi,Konut,3+1,3,11,4. Kat,115,2,1,0,Merkezi(PayÖlçer),1875000
923,DERİNİSTTEN ULUS PLATİN SİTESİ SATILIK 2+1 DAİRE YENİLENMİŞ,Beşiktaş, Ulus Mahallesi,Konut,2+1,20,4,1. Kat,140,2,1,0,MerkeziDoğalgaz,9000000
924,TUZLA FİYAKA 3 FIRSAT 1+1,Tuzla, Mescit Mahallesi,Konut,1+1,5-10,5,3. Kat,60,1,1,1,Merkezi(PayÖlçer),250000
925, İNÖNÜDE ŞAHANE KONUMDA SİTEDE LÜKS İSKANLI ,Ataşehir, İnönü Mahallesi,Konut,2+1,2,6,Giriş,80,1,1,0,KombiDoğalgaz,530000
926, SANCAKTEPE MECLİS MAHALLESİNDE 1+1 SATILIK DAİRE,Sancaktepe, Meclis Mahallesi,Konut,1+1,4,4,1. Kat,70,1,1,0,KombiDoğalgaz,345000
927, Sahibinden satılık depreme dayanıklı daire,Eyüpsultan, Yeşilpınar Mahallesi,Konut,3+1,11-20,5,2. Kat,104,1,2,0,KombiDoğalgaz,615000
928, KEMERBURGAZ  MERKEZDE YENİ  BAHÇE KULLANIMLI 2+1,Eyüpsultan, Mithatpaşa Mahallesi,Konut,2+1,0,4,Bahçe Katı,105,2,2,0,KombiDoğalgaz,850000
929,DERYADİLDE Y.GİRİŞ KÖŞE FERAH 2+1 TEMİZ KİRACILI DAİRE,Beşiktaş, Muradiye Mahallesi,Konut,2+1,20,5,Giriş,70,1,1,0,KombiDoğalgaz,650000
930, EMLAK WORKS'DEN ESENYURT TERRACE MİX'DE SATILIK DAİRE,Esenyurt, Zafer Mahallesi,Konut,1 Oda,5-10,14,1. Kat,42,1,1,1,Merkezi(PayÖlçer),280000
931,SİLİVRİ SAYALAR KÖYÜNDE SATILIK  300M ARSA İÇİN  28 M AHŞAPTAN EV,Silivri, Sayalar Mahallesi,Konut,1+1,11-20,1,Giriş,300,1,1,0,Sobalı,165000
932,YORUM İSTANBUL ŞOK FİYAT ACİL FIRSAT SATILIK 1+1 DAİRE,Bayrampaşa, Kocatepe Mahallesi,Konut,1+1,5-10,18,6. Kat,68,1,1,0,Merkezi(PayÖlçer),780000
933,Denizköşklerde 2+1 sıfır arakat asansörlü süper lüx daire,Avcılar, Denizköşkler Mahallesi,Konut,2+1,1,4,1. Kat,85,1,1,0,KombiDoğalgaz,550000
934, YEDİKULE MERKEZDE SATILIK YARI BODRUM DAİRE,Fatih, Yedikule Mahallesi,Konut,2+1,20,4,Bodrum,70,1,1,0,KombiDoğalgaz,325000
935,ÜMRANİYE ARMAĞAN EVLERDE 2+1 SATILIK DAİRE,Ümraniye, Armağanevler Mahallesi,Konut,2+1,11-20,5,Giriş,85,1,1,0,KombiDoğalgaz,520000
936,EYÜP ALİBEYKÖYDE ÖĞRENCİ YE YABANCIYA UYGUN,Eyüpsultan, Emniyettepe Mahallesi,Konut,2+1,4,4,Giriş,90,2,1,0,KombiDoğalgaz,398000
937,METROYA YAKIN 3+1 ARAKAT DAİRE,Çekmeköy, Çamlık Mahallesi,Konut,3+1,11-20,5,2. Kat,125,1,1,0,KombiDoğalgaz,630000
938,METROYA YAKIN ARAKAT 2+1 DAİRE,Çekmeköy, Mehmet Akif Mahallesi,Konut,2+1,5-10,5,2. Kat,95,1,1,0,KombiDoğalgaz,625000
939, B.ÇEKMECE GÖLŞEHİREVLERİNDE FULL YAPILI 3+1 SATLIK DAİRE,Büyükçekmece, Çakmaklı Mahallesi,Konut,3+1,11-20,12,4. Kat,138,1,2,1,KombiDoğalgaz,600000
940,ROTA GAYRİMENKUL DEN ÇAĞLAYAN DA SATILIK (3+1) LÜKS DAİRE,Kağıthane, Çağlayan Mahallesi,Konut,3+1,3,4,3. Kat,125,1,1,0,KombiDoğalgaz,668000
941,Nef08 Flat da satılık dalire,Kağıthane, Çağlayan Mahallesi,Konut,2+1,4,15,1. Kat,120,1,1,1,KombiDoğalgaz,635000
942, beylikdüzü KLASDAN büyükşehirde satılık daire,Beylikdüzü, Büyükşehir Mahallesi,Konut,3+1,20,14,6. Kat,165,1,2,0,KombiDoğalgaz,765000
943,GÜZELTEPEDE 0 BİNADA YÜKSEK GİRİŞ,Eyüpsultan, Güzeltepe Mahallesi,Konut,2+1,0,4,Giriş,60,1,1,0,KombiDoğalgaz,350000
944,VENEZİA MEGA SATILIK 1+1 KARE FERAH DAİRE,Gaziosmanpaşa, Karadeniz Mahallesi,Konut,1+1,4,24,10-20,90,1,1,0,Merkezi(PayÖlçer),860000
945,3517 KADIKÖY CAFERAĞADA SATILIK BOŞ DAİRE,Kadıköy, Caferağa Mahallesi,Konut,3+1,20,6,3. Kat,68,1,1,0,KombiDoğalgaz,45000
946,Evimden Çavuşoğlu merkezde ara katta lüks daire,Kartal, Çavuşoğlu Mahallesi,Konut,3+1,4,5,3. Kat,120,1,1,0,KombiDoğalgaz,825000
947,VATANDAŞLIK UYGUN YORUM İSTANBUL EVLERİ FIRSAT SATILIK 2+1 DAİRE,Bayrampaşa, Kocatepe Mahallesi,Konut,2+1,5-10,9,8. Kat,118,2,1,0,Merkezi(PayÖlçer),1555000
948, Mahmut Şevket Paşa Mah. Satılık 2+1 80m2 3.kat Okmeydanı / Şişli,Şişli, Mahmut Şevket Paşa Mahallesi,Konut,2+1,20,6,3. Kat,85,1,1,0,KombiDoğalgaz,270000
949,Baran inşaat gayrimenkul güvencesiyle,Başakşehir, Güvercintepe Mahallesi,Konut,2+1,4,4,1. Kat,100,1,1,0,KombiDoğalgaz,500000
950,3462 - KADIKÖY SUADİYEDE SATILIK BOŞ DAİRE,Kadıköy, Suadiye Mahallesi,Konut,2+1,5-10,10,2. Kat,64,1,1,0,KombiDoğalgaz,45000
951,KADIKÖY RASİMPAŞADA MÜSTAKİL TEK KATLI BAHÇELİ,Kadıköy, Rasimpaşa Mahallesi,Konut,2+1,20,1,Giriş,71,1,1,0,DoğalgazSobalı,600000
952, SUADİYE AYŞE ÇAVUŞ'DA 2022 BAŞINDA TESLİM SATILIK 3+1 DAİRE,Kadıköy, Suadiye Mahallesi,Konut,3+1,0,12,10-20,120,2,1,0,KombiDoğalgaz,2700000
953,Firuzköy de Sahibinden Satılık Daire,Avcılar, Firuzköy Mahallesi,Konut,2+1,5-10,5,5. Kat,135,1,1,0,KombiDoğalgaz,350000
954,ÇEBU GAYRIMENKUL MEYDAN KONUMLU YÜKSEK GİRİŞ ,Başakşehir, Güvercintepe Mahallesi,Konut,2+1,2,4,Giriş,80,1,1,0,KombiDoğalgaz,370000
955,3490 KADIKÖY BOSTANCIDA SATILIK BOŞ DAİRE,Kadıköy, Bostancı Mahallesi,Konut,3+1,20,6,3. Kat,108,1,1,0,MerkeziDoğalgaz,45000
956,Evimden sahilde ara Kat 2 + 1 daire,Kartal, Kordonboyu Mahallesi,Konut,2+1,0,9,2. Kat,80,1,1,0,KombiDoğalgaz,890000
957,KURTULUŞTA  FIRSAT YATIRIMLIK DAİRE ,Şişli, Yayla Mahallesi,Konut,1+1,5-10,7,-2,70,1,1,0,KombiDoğalgaz,175000
958,BEYLİKDÜZÜ MERKEZİ KONUMDA SİTE İÇİNDE 3+1,Beylikdüzü, Barış Mahallesi,Konut,3+1,11-20,14,8. Kat,145,1,1,0,KombiDoğalgaz,750000
959,ORSAN  KOMSU  YATIRIMLIK DAIRE,Sancaktepe, Osmangazi Mahallesi,Konut,1+1,11-20,1225,Giriş,80,1,1,0,KombiDoğalgaz,178000
960, Üsküdar B.Çamlıca Ferahda 3+1 Satılık 140M Dubleks Daire No345,Üsküdar, Ferah Mahallesi,Konut,3+1,5-10,4,3. Kat,140,1,1,0,KombiDoğalgaz,810000
961,BİGA DAN SATILIK 4+1 DUBLEKS DAİRE,Sancaktepe, Fatih Mahallesi,Konut,4+1,2,3,Giriş,140,1,1,0,KombiDoğalgaz,260000
962, Pendik Çamçeşme Merkez de Satılık Dogalgaz Kombili Daire 140m,Pendik, Çamçeşme Mahallesi,Konut,3+1,20,5,4. Kat,145,1,1,0,KombiDoğalgaz,340000
963,ÖZGÜR İNŞAAT'TAN SULTANÇİFTLİĞİ MAH TRAMVAY DİBİ ORTA KAT DAİRE,Sultangazi, Sultançiftliği Mahallesi,Konut,2+1,5-10,5,2. Kat,90,1,1,0,KombiDoğalgaz,435000
964,ÖZGÜR İNŞAAT'TAN CADDEYE YAKIN SIFIR BALKONLU YÜKSEK GİRİŞ DAİRE,Sultangazi, İsmetpaşa Mahallesi,Konut,2+1,0,5,Giriş,95,1,1,0,KombiDoğalgaz,415000
965, ESENYURT TALATPAŞA MAHALLESİ GENİŞ KULLANIMLI SATILIK 3+1 DAİRE,Esenyurt, Talatpaşa Mahallesi,Konut,3+1,0,5,3. Kat,130,1,1,0,KombiDoğalgaz,440000
966,EMİR YAPI'DAN YENİ İNŞAATIMIZDA METROBÜSE YAKIN 2+1 DAİRELER !!!,Esenyurt, Turgut Özal Mahallesi,Konut,2+1,0,5,2. Kat,90,1,1,0,KombiDoğalgaz,340000
967, ESENYURT DEVLET HASTENESİNE YAKIN 2+1 GÖRSELLİ SATILIK 2+1 DAİRE,Esenyurt, Pınar Mahallesi,Konut,2+1,0,5,Bahçe Katı,110,1,1,0,KombiDoğalgaz,210000
968, SATILIK DAİRE PENDİK ESENYALI MAHALLESİ  280.000 TL,Pendik, Esenyalı Mahallesi,Konut,3+1,11-20,4,Giriş,115,1,1,0,KombiDoğalgaz,280000
969, BEYLİKDÜZÜ MERKEZİ KONUMDA KONFORLU SATILIK 3+2 DUBLEKS DAİRE !,Beylikdüzü, Kavaklı Mahallesi,Konut,3+2,3,4,3. Kat,175,2,1,0,KombiDoğalgaz,880000
970,"İstanbul House'dan,Bahçelievler Yayla 'da 2+1 120 M2,Geniş Daire",Bahçelievler, Siyavuşpaşa Mahallesi,Konut,2+1,20,5,4. Kat,120,1,2,0,KombiDoğalgaz,720000
971,PENDİK ESENYALI SATILIK 3+1 150M2 MERKEZİ TEK DAİRELİ DAİRE ,Pendik, Orhangazi Mahallesi,Konut,3+1,11-20,5,5. Kat,150,1,2,0,KombiDoğalgaz,350000
972, MARİN İNŞAAT BEYLİKDÜZÜ'NDEKİ DAİRESİNİ DİP FİYATLA SATIŞA SUNDU,Beylikdüzü, Kavaklı Mahallesi,Konut,3+1,1,6,3. Kat,130,2,1,0,KombiDoğalgaz,335000
973, Gaziosmanpaşa'da Satılık 2+1 Uygun Fiyata Daire,Gaziosmanpaşa, Merkez Mahallesi,Konut,2+1,5-10,5,Bahçe Katı,80,1,1,0,MerkeziDoğalgaz,260000
974, Dikilitaş Merkezde 1+1 Kombili Bahçe Nizamlı Yatırım İçin Uygun!,Beşiktaş, Dikilitaş Mahallesi,Konut,1+1,20,4,Giriş,60,1,1,0,KombiDoğalgaz,650000
975, Silivri Yenimahalle de Krediye Uygun 125m² 3+1 Satılık Daire,Silivri, Yeni Mahallesi,Konut,3+1,20,6,3. Kat,135,1,1,0,KombiDoğalgaz,365000
976,AĞAOĞLU MASLAK 1453 DE MUHTEŞEM SATILIK DAİRE BOŞ 1+1,Sarıyer, Maslak Mahallesi,Konut,1+1,5-10,42,10-20,85,1,1,0,MerkeziDoğalgaz,1750000
977,MASLAK 1453 SİTESİNDE  MUHTEŞEM SATILIK  DAİRE BOŞ,Sarıyer, Maslak Mahallesi,Konut,Stüdyo,5-10,32,10-20,55,1,1,0,KombiDoğalgaz,1200000
978, PENDİK ESENYALI SATILIK 3+1 150M2 MERKEZİ TEK DAİRELİ DAİRE  ,Pendik, Orhangazi Mahallesi,Konut,3+1,11-20,5,3. Kat,150,1,2,0,KombiDoğalgaz,325000
979, AKEVLER'DE METROBÜSE YAKIN SİTE İÇERİSİNDE SATILIK DAİRE,Esenyurt, Akevler Mahallesi,Konut,2+1,3,18,10-20,110,1,1,1,KombiDoğalgaz,530000
980, BEYLİKDÜZÜ SİMA YAPI'DAN ACİL SATILIK 3+1 YÜKSEK GİRİŞ DAİRE !,Beylikdüzü, Cumhuriyet Mahallesi,Konut,3+1,0,4,Giriş,115,1,2,0,KombiDoğalgaz,329000
981, EYÜP MERKEZ MAHALLESİNDE 2+1 95M2 SATILIK BALKONLU DAİRE,Eyüpsultan, Merkez Mahallesi,Konut,2+1,5-10,5,2. Kat,95,1,2,0,KombiDoğalgaz,480000
982, EYÜPSULTAN FOREV MODERN EVLERİNDE GÜVENLİK OTOPARKLI SİTEDE 2+1,Eyüpsultan, Alibeyköy Mahallesi,Konut,2+1,0,11,7. Kat,95,1,1,0,Merkezi(PayÖlçer),825000
983,ÜLKEM'DEN CENNET ÇARŞIDA 2+1 SIFIR ASANSÖRLÜ 1 VE 2 KAT DAİRELER,Küçükçekmece, Cennet Mahallesi,Konut,2+1,0,3,1. Kat,90,1,1,0,KombiDoğalgaz,830000
984, Güngören Güven Mah 2+1 90m2 Sıfır Satılık Daireler,Güngören, Güven Mahallesi,Konut,2+1,0,5,2. Kat,95,1,1,0,KombiDoğalgaz,890000
985,YÜZYIL'dan DOĞANCILARDA 2+1 85m2 ÖN CEPHE FERAH DAİRE,Üsküdar, Ahmediye Mahallesi,Konut,2+1,20,4,4. Kat,85,1,1,0,KombiDoğalgaz,485000
